,benchmark,dataset,name,run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
318,cBench,4,security_rijndael_e,2,4.1721,4.1121,4.1961,4.1601,4.2241,4.2001,4.1601,4.3161,4.2241,4.2321,4.1401,4.1121,4.1401,4.4081,4.0081,4.1441,4.1161,4.1401,4.5201,4.1081,5.9321,4.2641,4.4001,4.2361,4.1721,4.3241,4.1361,4.3361,4.2601,4.1121,4.1761,4.1041,4.2881,4.5921,4.3001,4.2921,2.8041,4.4841,4.1001,4.2721,4.4641,4.1841,4.3681,4.4761,4.2881,4.2161,4.1441,4.6561,4.2081,3.4401,4.6281,4.3521,4.6201,3.7721,4.3041,4.3561,4.3401,4.3561,4.5121,4.3201,4.2841,4.4561,4.6081,4.4761,4.3001,4.3201,4.2681,4.5201,4.3281,4.3201,4.5641,4.4401,4.4961,4.4681,4.1681,4.1481,4.6121,4.0801,4.5121,4.3921,4.1121,4.3401,4.3921,4.2361,4.1961,4.1401,4.5321,4.2361,4.5081,4.4401,4.3601,4.3481,4.4401,4.5881,4.2681,4.4401,4.5681,4.5161,4.4721,4.2961,4.2681,4.5921,4.2721,4.4561,4.4561,4.2241,4.5721,4.4881,4.4681,4.1481,4.5321,4.5001,4.4281,4.5681,4.2801,4.4561,4.4441,4.3681,4.6001,4.4761,4.3921,4.6041,4.2441,4.4161,4.4281,4.5121,4.5641,4.4161
319,cBench,5,security_rijndael_e,2,0.3201,0.3401,0.3121,0.3601,0.3281,0.3361,0.3041,0.3721,0.3641,0.3081,0.3241,0.2401,0.3521,0.2521,0.3521,0.3681,0.3161,0.1841,0.2801,0.3601,0.3521,0.3641,0.3241,0.3241,0.3641,0.3681,0.3441,0.3721,0.3761,0.3641,0.3361,0.3521,0.3401,0.3081,0.3561,0.3601,0.2961,0.3241,0.3681,0.3681,0.3001,0.3041,0.3601,0.3521,0.3601,0.3201,0.3321,0.3721,0.3641,0.3401,0.3281,0.3441,0.3721,0.3561,0.3521,0.3481,0.3681,0.3201,0.3841,0.3641,0.2881,0.3401,0.2241,0.3681,0.3481,0.3361,0.3561,0.3361,0.3681,0.3521,0.3521,0.3561,0.3801,0.3681,0.3721,0.3481,0.3641,0.3641,0.3761,0.3681,0.3641,0.3081,0.3641,0.3481,0.3241,0.3241,0.2921,0.2841,0.3681,0.3361,0.3401,0.2921,0.2761,0.3561,0.3561,0.3721,0.3601,0.3721,0.3801,0.3321,0.3561,0.3441,0.3521,0.3441,0.3481,0.2761,0.3481,0.3521,0.3041,0.3721,0.3601,0.3601,0.3241,0.3441,0.3521,0.3801,0.3521,0.3721,0.3641,0.3921,0.3681,0.3801,0.3801,0.3681,0.3361,0.3481,0.3881,0.3521
320,cBench,1,office_rsynth,2,0.5281,0.4921,0.5321,0.5081,0.5281,0.5201,0.5161,0.5241,0.4961,0.5121,0.4881,0.4961,0.5001,0.4881,0.5321,0.4201,0.5481,0.5441,0.5441,0.5041,0.4761,0.5321,0.5241,0.5321,0.5281,0.4521,0.3521,0.4081,0.5161,0.4601,0.4921,0.5001,0.5081,0.5161,0.4881,0.4761,0.3761,0.4881,0.4841,0.5001,0.4961,0.4961,0.4921,0.3881,0.5281,0.5321,0.5041,0.4761,0.5481,0.4401,0.4241,0.5441,0.5601,0.5441,0.4201,0.5281,0.5321,0.5241,0.5281,0.5241,0.5281,0.4921,0.5121,0.3921,0.5081,0.5121,0.5201,0.5001,0.4921,0.5001,0.5201,0.5121,0.5161,0.5001,0.4881,0.5001,0.4961,0.5081,0.4481,0.4921,0.4881,0.4881,0.5121,0.5041,0.3641,0.4161,0.5441,0.5481,0.5321,0.4241,0.5281,0.5441,0.5481,0.5441,0.5241,0.5361,0.5321,0.5121,0.5201,0.5041,0.5121,0.5121,0.5241,0.5201,0.5241,0.4161,0.3881,0.4081,0.3521,0.5081,0.5001,0.5041,0.4881,0.5001,0.5121,0.5441,0.5321,0.5481,0.5001,0.5241,0.5201,0.5161,0.5281,0.5241,0.5361,0.5041,0.4841,0.5321
321,cBench,2,office_rsynth,2,2.0121,1.8321,1.8921,1.8041,1.8041,1.8121,1.9201,2.0161,1.9481,1.9441,1.9521,1.9241,1.9681,1.9241,1.9961,2.0681,2.0041,2.0641,2.0721,2.0201,2.0241,1.8601,2.0121,2.0881,1.9641,1.9641,2.0161,2.0001,2.0121,1.9961,1.9521,1.9921,1.9521,2.0001,1.9321,1.9441,1.9761,1.9481,1.8761,1.9401,1.9481,1.9161,1.9041,1.9521,2.0241,2.0321,1.9041,2.0961,1.9961,2.0761,2.0161,2.0561,2.0681,2.0761,2.0121,1.8081,2.0201,1.8601,2.0161,2.0001,1.8641,1.9641,2.0361,2.0041,1.9601,1.9761,1.9321,1.9921,1.8121,1.8281,2.2081,1.9601,1.9961,1.9601,1.9681,1.9721,1.8081,1.9681,1.9961,1.8121,1.8241,1.9681,1.7841,1.9361,2.0121,2.0561,2.0321,2.0321,2.0641,2.0721,2.0641,1.9081,1.9081,2.0601,1.9721,1.9441,2.0921,2.0321,1.9721,1.7881,2.1841,1.9561,1.9761,2.0081,1.9481,1.9601,1.9801,1.9881,2.0201,1.8041,1.9361,1.9801,1.9961,1.9881,1.9721,2.0041,2.0721,2.0841,1.9161,2.0641,1.9521,2.0001,1.8761,2.0161,2.0001,1.8321,1.9161,2.0001
322,cBench,3,office_rsynth,2,3.3761,3.1761,3.4881,3.4121,3.4001,3.4401,3.4161,3.4561,3.7841,3.0721,3.2321,3.2281,3.2841,3.3281,3.4721,3.3361,3.6761,3.5441,3.4001,3.4241,3.3761,3.4441,3.4201,3.4401,3.2241,3.4121,3.3361,3.4361,3.4321,3.2081,3.2961,3.3481,3.3841,3.3561,3.2281,3.1721,3.1281,3.1081,3.2481,3.3121,3.2401,3.2561,3.1721,3.2841,3.5001,3.3321,3.5041,3.5201,3.2921,3.3401,3.3961,3.4881,3.4241,3.5241,3.2281,3.4241,3.2801,3.4721,3.3801,3.4041,3.4241,3.2761,3.3921,3.4041,3.3441,3.1881,3.1521,3.3721,3.3081,3.1921,3.2241,3.3841,3.3121,3.4521,3.0841,3.2881,3.2641,3.2481,3.2601,3.3201,3.3321,3.2601,3.2921,3.1681,3.3441,3.5601,3.5241,3.4761,3.3401,3.5201,3.3761,3.5041,3.5241,3.3801,3.5401,3.4441,3.4041,3.3841,3.3161,3.5681,3.2841,3.3561,3.3441,3.4001,3.3521,3.3521,3.3681,3.3321,3.2481,3.3081,3.2841,3.2681,3.1481,3.1761,3.4921,3.3801,3.5441,3.5361,3.5161,3.4201,3.2201,3.4041,3.3961,3.2681,3.3721,3.2521,3.5481,3.3801
323,cBench,4,office_rsynth,2,3.3041,3.2641,3.3321,3.3521,3.3201,3.3281,3.1561,3.1881,3.0921,3.2561,3.2681,3.2361,3.1321,3.1121,3.3441,3.3841,3.2521,3.4001,3.3761,3.3561,3.3121,3.3521,3.3361,3.1881,3.3761,3.3841,3.2521,3.3241,3.3241,3.3081,3.1561,3.1561,3.2921,3.3001,3.2081,3.2521,3.2881,3.3641,3.4841,3.4481,3.2241,3.2241,3.0681,3.2081,3.2241,3.2401,3.4721,3.4161,3.3041,3.6081,3.3561,3.5761,3.4201,3.3441,3.4761,3.2881,3.3401,3.3441,3.1921,3.3441,3.3361,3.3361,3.3201,3.2761,3.3001,3.3281,3.1321,3.3041,3.4041,3.3081,3.5601,3.3601,3.3041,3.1921,3.1921,3.2721,3.0921,3.0881,3.2681,3.2361,3.3041,3.2321,3.2361,3.1361,3.3561,3.3881,3.4001,3.4001,3.3961,3.3401,3.3721,3.4321,3.3801,3.4281,3.1881,3.3641,3.3081,3.1881,3.3401,3.2921,3.2361,3.3041,3.2761,3.3961,3.2961,3.2161,3.2681,3.5161,3.3201,3.4841,3.2401,3.1961,3.3001,3.2721,3.3841,3.3401,3.4161,3.3801,3.2601,3.3361,3.3161,3.2881,3.3321,3.3041,3.2681,3.2561,3.4041,3.3441
324,cBench,5,office_rsynth,2,3.2561,3.1161,3.3321,3.0921,3.2601,3.1681,3.2921,3.2121,3.2081,3.1001,3.1481,3.1601,3.0841,3.1641,3.2841,3.2641,3.3361,3.3201,3.3041,3.0761,3.2321,3.4761,3.3441,3.1161,3.1641,3.4761,3.2601,3.4561,3.4281,3.4321,3.4081,3.1721,3.1841,3.0361,3.1721,3.1001,3.1401,3.1001,3.3001,3.4041,3.1641,3.1041,2.9921,3.1961,3.1481,3.1681,3.1321,3.2121,3.3361,3.1721,3.3321,3.1601,3.3801,3.3361,3.2121,3.2121,3.2281,3.2161,3.2481,3.0641,3.2601,3.2721,3.0921,3.1561,3.3961,3.2401,3.1521,3.2121,3.2121,3.2281,3.1561,3.1761,3.3561,3.2521,3.1721,3.0921,3.0041,3.2161,3.1601,3.1761,3.1521,3.1801,3.2041,3.1881,3.3321,3.3241,3.3281,3.3361,3.3041,3.3281,3.2641,3.2481,3.3441,3.3561,3.2561,3.2001,3.2561,3.1921,3.2801,3.2041,3.2201,3.2441,3.2321,3.0921,3.0761,3.2281,3.3001,3.2161,3.4361,3.3841,3.1121,3.1801,3.2001,3.0321,3.3281,3.3401,3.3641,3.3721,3.3681,3.1481,3.2281,3.1721,3.2561,3.4481,3.0761,3.3721,3.5681,3.2641
325,cBench,1,automotive_susan_e,2,0.7761,0.9361,0.7761,0.8321,0.8121,0.9441,0.9401,1.1241,0.7681,0.8441,0.9121,0.9561,0.9281,0.9601,0.7361,0.7001,0.9281,0.9241,0.9801,0.8681,0.7361,0.8401,0.7721,0.8321,0.8881,0.8641,0.8081,0.8041,0.7361,0.8841,0.7441,0.9201,0.9441,0.9321,0.6801,0.8921,0.6681,0.8641,0.6801,0.7241,0.8241,0.9441,1.0521,0.7641,0.9081,0.9881,0.7321,0.8521,1.0561,0.8601,0.7361,0.9041,0.7761,0.9641,0.8681,0.6721,0.8561,0.9361,0.8561,0.8001,0.7081,0.8561,0.8601,0.9401,0.8721,0.8841,0.8561,0.8561,0.8601,0.8441,0.8681,0.9241,0.7681,0.9841,0.6801,0.7321,0.9001,0.6761,0.7401,0.8481,0.8481,0.8321,0.8761,0.9641,0.8361,0.8561,0.8161,0.8561,0.9321,0.7121,0.7321,0.7121,0.8641,0.7641,0.8801,0.7361,0.6801,0.7201,0.6761,0.8801,0.9281,0.9041,0.7601,0.9281,0.7041,1.0481,0.8921,0.8641,0.9401,0.6721,0.7161,0.9761,0.8361,0.6761,1.0161,0.9001,0.9121,0.7521,0.7321,0.7201,0.8841,0.8841,0.8881,1.0681,0.6841,0.6801,0.8241,0.8441
326,cBench,2,automotive_susan_e,2,1.0121,1.1561,1.0441,0.9681,0.8521,1.1041,1.0601,1.0761,1.0681,0.9841,1.0001,1.1201,0.9521,1.0841,0.9801,1.0121,1.1921,1.0561,1.1041,1.0041,0.8481,0.9921,0.8641,1.0081,1.0921,0.9721,1.0121,1.0561,0.9241,1.0241,1.0121,0.9401,1.1601,1.1201,0.8361,0.8361,0.9841,0.9401,0.9201,0.8281,1.0161,0.9961,1.0881,1.1561,0.9841,1.0401,1.0321,1.0081,0.8801,0.9961,0.8721,0.8841,0.9521,1.0361,0.9801,0.7841,0.8081,1.0361,0.9401,0.9321,0.8001,0.9921,0.9561,1.0961,1.0041,0.9121,0.8201,0.8561,1.0841,0.8521,1.0121,1.0361,0.9561,1.0881,0.9641,0.9801,0.9761,0.9881,0.8481,0.9761,0.9841,1.0081,0.9361,0.8601,1.0561,1.0361,0.8281,0.8361,0.9041,1.0841,1.1681,0.8241,0.9841,1.0401,0.7921,0.9801,0.9721,0.9081,1.0081,1.0241,0.8761,0.8681,1.0161,1.0481,0.8241,1.0001,1.0401,0.9801,0.9521,0.7881,0.9641,1.0241,0.9801,0.9881,1.0441,0.9961,1.0121,1.0001,0.9601,0.9281,1.0641,1.0241,0.9921,1.0121,0.9881,1.0081,1.0041,0.8161
327,cBench,3,automotive_susan_e,2,3.6001,3.7041,3.6361,3.4521,3.5361,3.9441,3.7801,3.7121,3.9721,3.6681,3.6121,3.9601,3.7761,3.9841,3.4881,3.6841,3.7041,3.6921,4.0041,3.6761,3.6321,3.6881,3.7161,3.7321,3.6681,3.5841,3.6521,3.6641,3.5961,4.0761,4.0361,3.9961,3.7641,4.0201,3.4841,3.7401,3.6841,3.6881,3.6841,3.5881,3.3401,3.8361,3.8161,3.8681,3.8681,3.8921,3.8121,4.1841,3.9281,4.0401,3.8321,3.9361,3.8641,3.9841,3.4321,3.3401,3.5721,3.4601,3.7081,3.6241,3.6001,3.6001,3.4801,3.6321,3.5081,3.7841,3.6681,3.8841,3.7801,4.1361,3.6921,3.9761,4.0121,3.9601,3.5201,3.4601,3.3441,3.6721,3.6321,3.6761,3.6601,3.7361,3.5601,3.7801,3.8761,3.5801,3.4321,3.5801,4.1561,3.7281,4.0721,3.7681,3.6481,4.0681,3.6881,3.3481,3.4921,3.3281,3.5761,3.8521,4.0441,3.8281,3.9241,3.8641,3.9281,3.9921,3.6001,3.3761,3.8521,3.4401,3.6801,3.6041,3.6081,3.7041,4.0321,3.6841,3.6281,3.7761,3.4441,3.5081,3.9841,3.8081,3.8601,3.9601,3.6761,3.7641,3.6881,3.6001
328,cBench,4,automotive_susan_e,2,0.3841,0.3881,0.3881,0.3721,0.3721,0.3761,0.3761,0.4081,0.3841,0.3481,0.3561,0.4041,0.3681,0.3801,0.3601,0.3761,0.4001,0.3921,0.3881,0.3641,0.2921,0.3521,0.3721,0.3121,0.3601,0.3641,0.3761,0.3801,0.3761,0.3641,0.2441,0.3521,0.3841,0.3801,0.3561,0.3681,0.3481,0.2801,0.3601,0.3601,0.3561,0.3921,0.3841,0.3801,0.3641,0.2441,0.2841,0.3681,0.3841,0.3561,0.2881,0.3001,0.3561,0.2561,0.2761,0.3601,0.3641,0.3601,0.3641,0.3561,0.3561,0.3601,0.2401,0.3881,0.3601,0.4081,0.3601,0.3801,0.3641,0.4001,0.3761,0.2561,0.3801,0.3961,0.3521,0.3681,0.3561,0.3601,0.3641,0.2841,0.3601,0.3641,0.3641,0.3761,0.3801,0.3721,0.4041,0.3761,0.3761,0.3801,0.3601,0.3641,0.2801,0.2561,0.2841,0.3641,0.2401,0.3601,0.3681,0.4041,0.3681,0.3441,0.3721,0.3561,0.3801,0.2961,0.2441,0.3521,0.3921,0.3481,0.3641,0.3721,0.3521,0.3641,0.3681,0.3641,0.3921,0.3561,0.3641,0.3521,0.3601,0.3681,0.2401,0.2921,0.3681,0.3601,0.3601,0.2401
329,cBench,5,automotive_susan_e,2,1.8281,2.0601,2.0561,1.7361,1.9601,1.9761,1.9001,2.0081,1.8681,1.8561,1.7921,2.1801,1.8641,2.0841,2.2441,1.8161,2.1721,1.8081,2.0241,1.7801,1.7601,1.6641,1.7881,1.7601,1.7121,1.7201,1.8641,2.0121,1.9721,1.8961,1.7841,2.0641,1.8921,1.9681,1.6161,1.5721,1.8681,1.7521,1.9801,1.6721,1.9601,1.7601,2.0321,1.8841,1.8041,1.8281,1.6721,1.8881,1.8241,1.9521,1.8281,2.1121,1.8201,2.0401,1.7761,1.7001,1.6441,1.7481,1.8281,1.6801,1.7281,1.5921,1.6161,1.7321,1.8401,1.8041,1.8041,1.8801,2.0241,1.6121,1.6641,1.9121,2.0441,1.9841,1.6201,1.7081,1.5921,1.7801,1.6081,1.5921,1.6041,1.7961,1.7241,1.8321,1.6601,1.9801,1.6241,2.0081,1.7961,2.0601,1.6321,2.0441,1.7961,2.0601,1.7761,1.7441,1.7441,1.5361,1.7121,1.8441,1.8281,1.8201,1.8881,1.6321,2.0161,1.8561,1.9841,1.7961,2.0521,1.7561,1.8361,1.5641,1.7201,1.7561,1.7641,1.8241,1.7721,1.8721,1.5921,1.7161,1.6961,1.6841,1.8121,1.9161,1.6201,1.9161,1.7121,1.7641
330,cBench,1,consumer_lame,2,0.0041,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041
331,cBench,2,consumer_lame,2,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0001,0.0001
332,cBench,3,consumer_lame,2,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041
333,cBench,4,consumer_lame,2,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041,0.0001,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0001,0.0041,0.0001,0.0001,0.0041
334,cBench,5,consumer_lame,2,0.0001,0.0001,0.0001,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0001,0.0001,0.0041,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001,0.0041,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0041,0.0001,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0041,0.0001,0.0001,0.0041,0.0001,0.0041,0.0041,0.0041,0.0001,0.0001,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0001
335,cBench,1,automotive_susan_s,2,5.4081,5.4121,6.8881,7.1001,6.5241,7.0441,5.3881,5.6481,7.0001,6.0961,6.6681,5.4081,5.2801,5.4401,7.2561,8.6121,7.0641,5.2321,6.7321,6.6321,6.9721,5.8441,6.2841,6.9601,6.1081,6.6841,5.1961,5.4161,5.1481,8.7961,8.3921,6.9481,5.1841,6.8361,6.4641,6.2841,5.8281,6.0521,6.7681,5.9521,6.6641,5.2161,5.2601,5.3921,8.4001,7.3921,5.5481,7.4361,8.2441,6.1321,8.3961,5.1921,6.6801,5.3321,7.1401,6.0881,6.6681,5.7921,6.0281,5.4681,5.8441,6.2881,6.1081,5.0641,8.8681,8.5561,5.6281,7.5121,8.3721,6.2681,8.8041,5.0441,6.8521,5.2521,6.9521,6.0641,6.7041,5.7241,5.9001,6.0321,6.1601,6.8001,5.9241,5.4001,8.2641,6.1281,8.5881,5.6921,7.2681,5.3761,6.1081,8.3081,6.1841,5.1241,5.9401,6.4721,6.0321,5.6401,5.9281,8.4281,5.9201,8.3361,5.6481,7.4241,5.4841,5.9961,8.5601,6.1121,5.1361,6.1481,6.6681,6.0481,5.8801,6.1641,5.9441,8.2641,7.0201,5.6361,6.0601,6.1281,6.2721,8.4761,6.1041,5.7201,6.1601,6.1561,6.0961,5.9841
336,cBench,2,automotive_susan_s,2,6.1561,6.4921,8.0841,8.2281,7.8041,8.0361,6.3321,6.1281,7.9601,7.1881,7.8161,6.3721,6.1321,6.0001,8.4361,9.9001,7.8681,6.1681,7.6721,7.7721,8.7801,6.8761,7.5361,8.0041,6.9641,7.5761,6.1321,6.1801,6.1361,9.7721,9.4721,8.6241,5.9721,7.8681,7.5961,7.1361,6.5681,7.2961,8.3321,7.2001,7.6041,6.5201,6.2321,6.1161,9.6961,8.5761,6.6081,8.5481,10.0841,7.3601,9.7801,6.1241,8.0641,5.9601,7.9841,7.4001,7.7921,6.9881,7.5481,6.6121,7.1961,7.7441,6.9161,6.2281,9.6881,9.7321,6.3801,8.7601,9.6921,6.9641,9.6001,5.9001,7.9521,6.2081,7.9721,6.8081,7.6881,6.9081,7.2921,7.2881,7.4441,7.4521,7.3281,6.2081,9.9241,6.7641,9.7601,6.6281,9.1121,6.7001,7.3641,9.9201,7.1481,5.9921,7.1641,7.7961,6.9681,6.5241,6.9241,9.6921,6.9481,9.9361,6.3441,8.3681,6.4441,7.1681,9.7441,6.7721,5.9921,6.9641,7.5961,6.9961,7.2321,7.1761,7.0761,9.9441,6.9441,6.5001,7.1161,7.1921,7.1801,9.6561,7.1441,6.6801,7.1521,6.7761,6.9761,7.1761
337,cBench,3,automotive_susan_s,2,14.8401,14.1521,18.9681,19.2321,17.5041,18.6841,14.1481,14.0681,18.3641,16.9721,17.5281,14.1761,14.1041,14.1881,20.5081,23.7881,18.5281,13.9201,18.6961,17.4361,19.1441,15.5761,16.4201,18.1521,16.0521,17.5321,14.1521,14.2321,14.1521,22.2401,22.3361,18.5641,13.6041,18.1161,17.5161,16.5361,15.2561,16.8241,19.3001,16.1081,17.7601,14.5281,14.9881,14.1081,23.4801,19.7401,14.7601,19.5001,22.7001,16.8921,23.4161,13.7841,18.0481,14.3881,18.3321,15.9401,17.3281,15.2481,16.6881,15.2281,16.0801,17.5641,16.0481,14.1041,22.3521,22.1641,14.4721,20.7001,23.1881,15.8601,22.4801,13.7401,18.9841,13.6881,18.3081,15.9841,17.5441,15.6561,16.2641,15.7881,16.6681,17.5761,16.8441,14.1161,22.8521,16.5961,22.1401,15.7601,19.9761,15.4961,15.8521,23.0801,16.0521,13.8121,16.1081,18.2161,17.2121,15.2161,16.0641,22.3121,16.1041,22.4361,15.4721,19.5801,14.6921,15.7161,22.2761,16.0481,13.6001,15.6841,17.5121,16.0681,15.7961,16.0761,16.0521,22.4521,16.0761,14.6721,16.0041,16.2121,16.0241,22.4681,16.0241,15.2161,15.7041,15.8881,15.8721,16.0721
