,benchmark,dataset,name,run,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
203,cBench,4,telecom_adpcm_d,1,0.2511,0.2481,0.2511,0.2491,0.2501,0.2501,0.2401,0.2521,0.2481,0.2471,0.2511,0.2491,0.2431,0.2471,0.2631,0.2601,0.2511,0.2561,0.2491,0.2521,0.2501,0.2461,0.2471,0.2501,0.2481,0.2491,0.2451,0.2511,0.2431,0.2631,0.2641,0.2561,0.2571,0.2511,0.2491,0.2491,0.2491,0.2501,0.2481,0.2491,0.2501,0.2441,0.2471,0.2541,0.2661,0.2631,0.2481,0.2651,0.2631,0.2491,0.2651,0.2591,0.2481,0.2571,0.2501,0.2511,0.2471,0.2521,0.2481,0.2491,0.2501,0.2501,0.2501,0.2401,0.2651,0.2621,0.2571,0.2651,0.2651,0.2511,0.2661,0.2561,0.2471,0.2591,0.2471,0.2471,0.2501,0.2481,0.2491,0.2501,0.2501,0.2481,0.2511,0.2411,0.2631,0.2501,0.2641,0.2501,0.2631,0.2581,0.2501,0.2651,0.2511,0.2551,0.2491,0.2511,0.2511,0.2501,0.2511,0.2641,0.2491,0.2631,0.2511,0.2661,0.2511,0.2481,0.2641,0.2521,0.2561,0.2511,0.2461,0.2491,0.2591,0.2481,0.2501,0.2631,0.2511,0.2481,0.2511,0.2461,0.2501,0.2591,0.2481,0.2501,0.2561,0.2501,0.2511,0.2511
204,cBench,5,telecom_adpcm_d,1,0.2521,0.2481,0.2511,0.2481,0.2511,0.2471,0.2441,0.2491,0.2481,0.2501,0.2511,0.2461,0.2411,0.2511,0.2601,0.2651,0.2471,0.2571,0.2521,0.2511,0.2491,0.2511,0.2481,0.2501,0.2481,0.2471,0.2431,0.2531,0.2431,0.2621,0.2631,0.2581,0.2581,0.2521,0.2481,0.2501,0.2481,0.2511,0.2481,0.2501,0.2481,0.2401,0.2521,0.2521,0.2631,0.2641,0.2511,0.2641,0.2631,0.2501,0.2611,0.2561,0.2501,0.2551,0.2511,0.2521,0.2491,0.2511,0.2511,0.2501,0.2451,0.2501,0.2491,0.2461,0.2641,0.2631,0.2611,0.2651,0.2661,0.2491,0.2641,0.2561,0.2501,0.2551,0.2511,0.2511,0.2501,0.2521,0.2591,0.2511,0.2511,0.2501,0.2521,0.2441,0.2641,0.2501,0.2651,0.2511,0.2641,0.2591,0.2501,0.2651,0.2481,0.2571,0.2501,0.2481,0.2501,0.2501,0.2491,0.2591,0.2501,0.2691,0.2451,0.2631,0.2481,0.2501,0.2631,0.2491,0.2551,0.2501,0.2501,0.2481,0.2501,0.2471,0.2481,0.2661,0.2511,0.2511,0.2501,0.2511,0.2461,0.2601,0.2511,0.2461,0.2581,0.2521,0.2501,0.2511
205,cBench,1,consumer_tiff2bw,1,0.0871,0.0851,0.0911,0.0841,0.0841,0.0801,0.0841,0.0831,0.0911,0.0831,0.0861,0.0941,0.0821,0.0871,0.0881,0.0931,0.0891,0.0921,0.0911,0.0831,0.0871,0.0841,0.0791,0.0851,0.0851,0.0841,0.0901,0.0831,0.0811,0.0861,0.0931,0.0911,0.0861,0.0891,0.0871,0.0841,0.0821,0.0931,0.0841,0.0801,0.0851,0.0811,0.0811,0.0871,0.0921,0.0891,0.0841,0.0841,0.0891,0.0921,0.0921,0.0871,0.0911,0.0881,0.0861,0.0821,0.0841,0.0811,0.0861,0.0791,0.0821,0.0871,0.0821,0.0771,0.0881,0.0881,0.0811,0.0901,0.0881,0.0891,0.0911,0.0881,0.0891,0.0791,0.0841,0.0831,0.0841,0.0811,0.0901,0.0821,0.0881,0.0841,0.0821,0.0841,0.0871,0.0901,0.0901,0.0851,0.0881,0.0871,0.0861,0.0881,0.0841,0.0881,0.0841,0.0861,0.0861,0.0801,0.0851,0.0891,0.0861,0.0841,0.0891,0.0931,0.0871,0.0881,0.0891,0.0821,0.0891,0.0821,0.0801,0.0911,0.0891,0.0771,0.0901,0.0891,0.0901,0.0861,0.0881,0.0881,0.0891,0.0921,0.0841,0.0851,0.0881,0.0801,0.0821,0.0951
206,cBench,2,consumer_tiff2bw,1,0.1091,0.1081,0.1191,0.1191,0.1151,0.1151,0.1061,0.1211,0.1251,0.1121,0.1161,0.1121,0.1121,0.1101,0.1221,0.1201,0.1221,0.1221,0.1151,0.1151,0.1151,0.1141,0.1171,0.1151,0.1081,0.1091,0.1101,0.1091,0.1131,0.1231,0.1251,0.1231,0.1221,0.1211,0.1091,0.1141,0.1121,0.1121,0.1121,0.1111,0.1201,0.1051,0.1111,0.1101,0.1241,0.1231,0.1161,0.1231,0.1231,0.1131,0.1211,0.1181,0.1201,0.1171,0.1091,0.1091,0.1131,0.1101,0.1111,0.1091,0.1101,0.1161,0.1091,0.1131,0.1271,0.1251,0.1181,0.1171,0.1231,0.1181,0.1131,0.1171,0.1201,0.1171,0.1171,0.1111,0.1121,0.1081,0.1161,0.1231,0.1081,0.1131,0.1161,0.1121,0.1271,0.1151,0.1231,0.1181,0.1181,0.1171,0.1161,0.1251,0.1171,0.1201,0.1071,0.1151,0.1111,0.1101,0.1101,0.1221,0.1161,0.1231,0.1151,0.1301,0.1171,0.1181,0.1271,0.1181,0.1171,0.1091,0.1151,0.1171,0.1121,0.1131,0.1171,0.1221,0.1141,0.1171,0.1141,0.1101,0.1161,0.1301,0.1171,0.1201,0.1221,0.1091,0.1191,0.1161
207,cBench,3,consumer_tiff2bw,1,10.9471,11.0711,11.9681,11.2031,11.2741,10.8691,10.8011,10.8921,11.9601,11.3461,11.2341,10.9971,10.7501,10.8661,11.9181,12.2781,11.4851,11.1191,11.3841,11.2591,11.2391,10.8691,11.2911,11.2261,10.8321,11.2141,10.7441,10.9101,10.7941,12.0831,12.0791,11.5311,11.0591,11.7861,11.2461,11.2731,10.9291,11.2711,11.2271,10.8841,11.2231,10.8291,10.8871,10.8291,12.2471,12.0571,11.1851,12.3021,12.2741,11.2551,12.2931,11.0951,11.3631,11.3061,11.2411,10.8231,11.3241,10.8771,11.3021,10.8481,10.9481,11.4691,10.8401,10.8251,12.0481,12.0801,11.2171,12.2881,12.0671,11.2101,12.1181,11.0891,11.7761,11.2081,11.2021,10.8581,11.2171,10.8481,11.3721,10.8601,10.8541,11.4051,10.8431,10.9221,12.3051,11.2261,12.3471,11.2061,12.3121,11.0711,11.2191,12.2791,11.2511,11.1601,10.7661,11.4401,10.8561,10.8271,10.8311,12.1371,11.1941,12.2441,11.1191,12.5271,11.0851,11.2341,12.0871,11.3201,11.1701,10.8261,11.3951,10.8761,10.8291,10.8191,11.2111,12.2831,11.3041,11.0351,11.3141,10.8251,11.2521,12.0631,11.3301,11.0521,11.3121,10.8541,11.2711,11.2951
208,cBench,4,consumer_tiff2bw,1,0.5981,0.6011,0.6321,0.6111,0.6091,0.6011,0.6221,0.6011,0.6311,0.6021,0.6051,0.6021,0.5941,0.5881,0.6281,0.6531,0.6221,0.6171,0.6341,0.6001,0.5981,0.5951,0.6151,0.6111,0.6051,0.5941,0.6081,0.6001,0.6041,0.6631,0.6601,0.6421,0.6411,0.6521,0.5991,0.6101,0.5921,0.6001,0.6091,0.6011,0.5891,0.5951,0.5981,0.5981,0.6621,0.6471,0.6181,0.6471,0.6481,0.6211,0.6451,0.6181,0.6311,0.6291,0.6181,0.6071,0.6041,0.5911,0.6071,0.6051,0.6021,0.6101,0.5801,0.5881,0.6371,0.6441,0.6291,0.6421,0.6391,0.6191,0.6411,0.6191,0.6331,0.6131,0.6021,0.6041,0.6131,0.5911,0.6021,0.5951,0.5901,0.6221,0.6071,0.5851,0.6331,0.6201,0.6411,0.6251,0.6531,0.6141,0.6311,0.6641,0.6191,0.6311,0.5971,0.6181,0.5911,0.6091,0.5981,0.6651,0.6211,0.6351,0.6211,0.6501,0.6161,0.6201,0.6381,0.6211,0.6171,0.6001,0.6141,0.5961,0.5891,0.6261,0.6231,0.6561,0.6331,0.6371,0.6341,0.5901,0.6271,0.6341,0.6391,0.6131,0.6391,0.6001,0.6171,0.6201
209,cBench,5,consumer_tiff2bw,1,0.0411,0.0421,0.0411,0.0431,0.0471,0.0431,0.0431,0.0411,0.0471,0.0411,0.0431,0.0421,0.0431,0.0431,0.0461,0.0461,0.0471,0.0461,0.0481,0.0431,0.0441,0.0371,0.0411,0.0421,0.0421,0.0431,0.0391,0.0421,0.0441,0.0501,0.0481,0.0461,0.0451,0.0431,0.0441,0.0401,0.0431,0.0431,0.0451,0.0421,0.0441,0.0411,0.0421,0.0391,0.0471,0.0451,0.0451,0.0431,0.0461,0.0391,0.0431,0.0431,0.0461,0.0451,0.0431,0.0401,0.0401,0.0421,0.0421,0.0451,0.0401,0.0401,0.0381,0.0431,0.0441,0.0451,0.0451,0.0471,0.0441,0.0461,0.0481,0.0421,0.0421,0.0471,0.0451,0.0401,0.0431,0.0421,0.0461,0.0441,0.0411,0.0401,0.0431,0.0431,0.0431,0.0441,0.0451,0.0421,0.0451,0.0421,0.0471,0.0411,0.0461,0.0501,0.0471,0.0391,0.0481,0.0431,0.0431,0.0461,0.0441,0.0451,0.0481,0.0441,0.0441,0.0471,0.0451,0.0421,0.0421,0.0431,0.0431,0.0461,0.0431,0.0411,0.0411,0.0451,0.0381,0.0461,0.0441,0.0421,0.0461,0.0471,0.0471,0.0451,0.0471,0.0441,0.0421,0.0451
210,cBench,1,automotive_susan_s,1,13.2211,13.4671,14.7651,14.1941,12.2261,13.3521,9.9351,13.4341,12.8891,14.1931,12.1651,13.4671,9.9751,13.4311,12.7471,14.3161,14.9431,10.1921,13.1931,12.1851,14.1951,10.8021,14.1971,12.2141,10.3141,12.2181,9.9351,13.4321,9.9401,12.8601,15.0221,12.9051,10.1881,13.9961,12.1291,14.1961,10.8031,14.2011,12.1511,10.4901,12.0611,9.9821,13.4161,9.9371,14.3141,12.7491,10.2831,14.8081,14.3111,10.4251,13.5731,10.2001,13.1961,10.1901,12.2421,10.3111,12.2201,10.8041,14.2011,10.6301,10.3131,12.2211,10.2921,9.9401,15.0321,12.8031,10.2281,12.9831,15.0231,10.5261,14.3291,10.2161,14.0391,10.2261,12.1511,10.5021,12.0951,10.8071,14.2021,10.6331,10.5021,12.0811,10.2911,9.9391,14.3221,10.4511,13.6761,10.2871,14.7881,10.4001,10.4541,14.5651,10.3531,10.2151,10.3111,12.2191,10.2931,10.6351,10.2901,15.1771,10.7341,14.3291,10.2251,12.9831,10.4041,10.7171,14.3391,10.4691,10.2271,10.4951,12.0601,10.2891,10.6521,10.2921,10.4981,13.7041,10.3821,10.4151,10.3781,10.2891,10.7351,14.3361,10.4161,10.4391,10.4211,10.2851,10.3561,10.4191
211,cBench,2,automotive_susan_s,1,15.6491,15.9511,17.6281,16.7891,14.4061,15.8081,11.7481,15.9001,15.2771,16.7911,14.3431,15.9381,11.8121,15.8811,15.0261,16.9271,17.5921,12.0771,15.6401,14.4191,16.7961,12.7831,16.8021,14.4501,12.2051,14.4431,11.7471,15.9081,11.7491,15.2211,17.7431,15.2621,12.0611,16.6081,14.4021,16.7911,12.7771,16.7941,14.3421,12.4241,14.2571,11.8611,15.8701,11.7541,16.9291,15.0881,12.1651,17.4821,16.9321,12.3211,16.0911,12.0301,15.6021,12.0811,14.3711,12.2001,14.4551,12.7791,16.7941,12.5671,12.2001,14.4481,12.2351,11.7541,17.9241,15.2221,12.0971,15.3581,17.7411,12.6841,16.9521,12.0801,16.6061,12.0911,14.4271,12.4101,14.2821,12.7791,16.7961,12.5711,12.4741,14.2961,12.2371,11.7521,16.9301,12.3211,16.0681,12.1631,17.4771,12.3151,12.3241,16.0401,12.2971,12.0771,12.1971,14.4491,12.2351,12.5631,12.2381,17.7411,12.6891,16.9531,12.0961,15.3591,12.3061,12.6931,16.9461,12.3171,12.1401,12.4781,14.2631,12.2341,12.5751,12.2461,12.3171,16.4081,12.2731,12.3001,12.2641,12.2371,12.6671,16.9771,12.3111,12.3081,12.3271,12.2361,12.2911,12.3181
212,cBench,3,automotive_susan_s,1,36.2471,36.8881,40.7251,38.8351,33.1791,36.5531,27.1741,36.6991,35.3191,38.8331,33.2851,36.8481,27.2841,36.7651,34.7431,39.1631,40.7901,27.8411,36.0871,33.2191,38.8351,29.5391,38.8481,33.4531,28.2081,33.4271,27.1721,36.7021,27.1841,35.2161,41.1361,35.3151,27.9231,38.4301,33.3611,38.8391,29.5371,38.8491,33.2271,28.7031,33.1631,27.4921,36.7151,27.1831,39.1591,34.9421,28.1361,40.4231,39.1661,28.5031,37.0891,27.9261,36.1001,27.9341,33.4461,28.2111,33.4321,29.5431,38.8531,29.0971,28.2091,33.4321,28.3591,27.1821,41.1461,35.0251,27.9891,35.5071,41.1481,28.6481,39.2141,27.9381,38.3061,28.0471,33.1741,28.7431,33.0091,29.5401,38.8521,29.0511,28.9091,32.9851,28.3591,27.1771,39.1581,28.5171,37.3221,28.1391,40.4721,28.6141,28.5181,37.4021,28.3961,27.9391,28.2041,33.4311,28.3601,29.0971,28.3571,41.1331,29.3161,39.2141,27.9861,35.5201,28.4721,29.3811,39.2181,28.4591,27.9611,28.9071,33.1441,28.3571,29.0501,28.3551,28.5291,40.4121,28.4191,28.4551,28.4201,28.3511,29.3821,39.3561,28.4831,28.4671,28.4531,28.3591,28.4231,28.4741
213,cBench,4,automotive_susan_s,1,3.3211,3.3821,3.7371,3.5601,3.0641,3.3621,2.5061,3.3731,3.2441,3.5631,3.0581,3.3911,2.5201,3.3741,3.2111,3.5941,3.7291,2.5671,3.3231,3.0691,3.5711,2.7131,3.5671,3.0771,2.6011,3.0781,2.4981,3.3701,2.5021,3.2431,3.7901,3.2541,2.5671,3.5251,3.0531,3.5741,2.7161,3.5781,3.0621,2.6401,3.1101,2.5191,3.3791,2.5001,3.5961,3.2071,2.5961,3.7191,3.6101,2.6171,3.4191,2.5611,3.3301,2.5751,3.0691,2.5901,3.0781,2.7221,3.5741,2.6721,2.5911,3.0761,2.6001,2.4991,3.7871,3.2451,2.5851,3.2551,3.8761,2.6571,3.5991,2.5671,3.5321,2.5711,3.0651,2.6411,3.0711,2.7221,3.5761,2.6811,2.6411,3.0311,2.5951,2.5091,3.6001,2.6201,3.6381,2.5911,3.7221,2.6281,2.6411,3.4401,2.6181,2.5661,2.5931,3.0831,2.5971,2.6661,2.5901,3.8831,2.7041,3.6181,2.5761,3.2631,2.6281,2.6631,3.5991,2.6191,2.5691,2.6391,3.0721,2.5901,2.6841,2.5901,2.6211,3.4191,2.6101,2.6301,2.6121,2.5881,2.6951,3.6021,2.6131,2.6341,2.6271,2.5961,2.6181,2.6131
214,cBench,5,automotive_susan_s,1,35.1381,35.8441,39.5871,37.7211,32.4041,35.4951,26.3941,35.7301,34.3111,37.7231,32.3301,35.8191,26.5411,35.6601,33.8721,38.0391,39.5311,27.1031,35.0851,32.3161,37.7241,28.7121,37.7401,32.4561,27.4031,32.4711,26.3901,35.7141,26.4101,34.0261,39.8571,34.3031,27.0351,37.3671,32.2901,37.7231,28.7111,37.7541,32.2931,27.8821,32.1261,26.5581,35.6601,26.3971,38.0401,33.8651,27.3291,39.2891,38.1881,27.6871,36.8811,27.1901,35.0861,27.1331,32.4871,27.4041,32.4721,28.7121,37.7391,28.2301,27.4051,32.4961,27.3961,26.4071,39.8511,34.2281,27.1751,34.3961,39.8571,28.5181,38.0811,27.1411,37.3401,27.1671,32.2251,27.9251,32.0441,28.7121,37.7351,28.3231,27.9381,32.1291,27.3981,26.4461,38.0411,27.6851,36.0601,27.3331,39.2611,27.6361,27.6801,36.0611,27.5791,27.1421,27.4041,32.4721,27.3981,28.2281,27.3941,39.9691,28.5231,38.0851,27.1781,34.4151,27.6501,28.5221,38.2441,27.6191,27.1831,27.9381,32.2811,27.3951,28.3191,27.3971,27.6771,36.0591,27.4431,27.6591,27.5731,27.3931,28.5131,38.0871,27.6281,27.6481,27.5981,27.3961,27.5721,27.7271
215,cBench,1,office_rsynth,1,0.6801,0.6581,0.7251,0.6831,0.6861,0.7081,0.6701,0.7041,0.6901,0.6571,0.6631,0.6751,0.6541,0.6681,0.7181,0.7261,0.7251,0.7091,0.7391,0.6841,0.7031,0.6641,0.6981,0.7081,0.6671,0.7041,0.6821,0.7031,0.6871,0.6961,0.6921,0.6991,0.6791,0.7061,0.6601,0.6651,0.6451,0.6641,0.6661,0.6471,0.6701,0.6541,0.6681,0.6671,0.7241,0.7301,0.7001,0.7391,0.7251,0.7031,0.7401,0.7241,0.7421,0.7291,0.7061,0.6761,0.6981,0.6931,0.7081,0.6941,0.6921,0.7051,0.6951,0.6891,0.6961,0.6981,0.6791,0.7051,0.6921,0.6821,0.7001,0.6801,0.7031,0.6971,0.6661,0.6431,0.6711,0.6641,0.6661,0.6631,0.6591,0.6701,0.6661,0.6631,0.7241,0.7051,0.7321,0.7191,0.7511,0.7321,0.7161,0.7351,0.7331,0.7301,0.6911,0.7021,0.6921,0.6961,0.6911,0.6931,0.6831,0.7021,0.6841,0.7001,0.6951,0.6761,0.6951,0.6851,0.7201,0.6661,0.6731,0.6651,0.6581,0.6671,0.7191,0.7401,0.7291,0.7341,0.7301,0.6971,0.6771,0.7011,0.6861,0.6931,0.6871,0.6631,0.7291,0.6851
216,cBench,2,office_rsynth,1,3.8621,3.8061,4.0281,3.8741,3.8851,3.9461,3.7521,3.9441,3.9101,3.8051,3.8341,3.8531,3.7701,3.8351,4.0201,4.0181,4.0321,3.9551,4.0781,3.8851,3.9391,3.7621,3.9361,3.9461,3.7701,3.9351,3.7991,3.9501,3.8091,3.9201,3.9181,3.9461,3.8921,3.9551,3.8041,3.8321,3.7561,3.8321,3.8241,3.7601,3.8311,3.7901,3.8301,3.8201,4.0171,4.0501,3.9351,4.0671,4.0161,3.9571,4.0661,4.0211,4.0751,4.0271,3.9481,3.7731,3.9321,3.8371,3.9421,3.8381,3.8311,3.9341,3.8411,3.8081,3.9171,3.9301,3.8711,3.9441,3.9161,3.9351,3.9411,3.8851,3.9511,3.9471,3.8271,3.7641,3.8361,3.8221,3.8311,3.8101,3.8171,3.8331,3.8171,3.8141,4.0131,3.9521,4.0601,3.9671,4.0701,4.0441,3.9911,4.0611,4.0371,4.0311,3.8301,3.9361,3.8301,3.8331,3.8361,3.9171,3.8891,3.9391,3.9011,3.9451,3.9201,3.8701,3.9391,3.9131,3.9461,3.8201,3.8731,3.8171,3.8101,3.8171,3.9921,4.0611,4.0321,4.0401,4.0331,3.8331,3.8691,3.9361,3.9071,3.9191,3.9131,3.8131,4.0331,3.9161
217,cBench,3,office_rsynth,1,6.5481,6.3951,6.8771,6.5641,6.6001,6.6921,6.3891,6.7341,6.6361,6.3981,6.4111,6.5361,6.3461,6.4731,6.8681,6.8661,6.8841,6.7541,7.0141,6.6001,6.7201,6.4081,6.7251,6.7441,6.4561,6.7181,6.5141,6.7391,6.5301,6.6591,6.6571,6.7151,6.5651,6.7281,6.4061,6.4571,6.3021,6.4571,6.4501,6.3021,6.4841,6.3671,6.4811,6.4381,6.8581,6.9041,6.6981,6.9831,6.8661,6.7461,6.9821,6.8761,7.0081,6.9161,6.7481,6.4341,6.7181,6.6131,6.7301,6.5931,6.5861,6.7141,6.5851,6.5281,6.6651,6.6771,6.5351,6.7341,6.6511,6.5661,6.6991,6.5531,6.7401,6.6971,6.4581,6.3111,6.4861,6.4521,6.4891,6.4181,6.4401,6.4831,6.4431,6.4301,6.8731,6.7271,6.9501,6.7821,6.9621,6.9291,6.8271,6.9511,6.9031,6.9241,6.5921,6.7171,6.5811,6.5921,6.5751,6.6491,6.5771,6.7061,6.6041,6.7251,6.6451,6.5311,6.6981,6.6321,6.7111,6.4411,6.4741,6.4421,6.4201,6.4461,6.8211,6.9471,6.9081,6.9281,6.9191,6.6091,6.5301,6.7151,6.6301,6.6561,6.6331,6.4431,6.9231,6.6361
218,cBench,4,office_rsynth,1,7.1331,7.0591,7.3781,7.1391,7.1511,7.2301,6.9111,7.2531,7.2361,7.0581,7.0591,7.1481,7.0041,7.1071,7.3701,7.3531,7.3711,7.2361,7.4511,7.1571,7.2411,6.9211,7.2331,7.2461,6.9531,7.2331,6.9801,7.2501,6.9831,7.2471,7.2311,7.2581,7.2081,7.2781,7.0581,7.0981,6.9831,7.1061,7.1001,6.9821,7.1071,7.0341,7.1031,7.0801,7.3591,7.3911,7.2081,7.4131,7.3681,7.2421,7.4231,7.3491,7.4431,7.3611,7.2391,6.9811,7.2271,7.0241,7.2351,7.0331,7.0241,7.2251,7.0211,6.9881,7.2331,7.2481,7.1841,7.2681,7.2251,7.2031,7.2631,7.2011,7.2721,7.2851,7.1001,6.9831,7.1131,7.0731,7.1211,7.0641,7.0721,7.1181,7.0731,7.0711,7.3651,7.2301,7.4191,7.2991,7.4191,7.3751,7.3151,7.4201,7.4021,7.3691,7.0221,7.2271,7.0251,7.0261,7.0181,7.2291,7.1941,7.2611,7.2121,7.2651,7.2291,7.1731,7.2571,7.2331,7.2751,7.0741,7.0981,7.0771,7.0651,7.0791,7.3251,7.4231,7.3771,7.3881,7.3841,7.0241,7.1701,7.2561,7.2361,7.2301,7.2261,7.0731,7.3741,7.2551
219,cBench,5,office_rsynth,1,6.7221,6.6111,6.9901,6.7301,6.7531,6.8301,6.5241,6.8601,6.7991,6.6041,6.6401,6.7131,6.5771,6.6641,6.9791,6.9701,6.9941,6.8611,7.0771,6.7481,6.8501,6.5361,6.8461,6.8581,6.5621,6.8411,6.6121,6.8601,6.6151,6.7941,6.8081,6.8551,6.7651,6.8621,6.6201,6.6541,6.5271,6.6601,6.6571,6.5311,6.6661,6.5921,6.6641,6.6231,6.9681,7.0291,6.8251,7.0541,7.0051,6.8821,7.0491,6.9771,7.0711,7.0001,6.8631,6.5571,6.8381,6.6641,6.8561,6.6661,6.6621,6.8401,6.6621,6.6171,6.8021,6.8121,6.7301,6.8491,6.8241,6.7591,6.8361,6.7481,6.8601,6.8431,6.6511,6.5311,6.6661,6.6371,6.6631,6.6191,6.6311,6.6631,6.6311,6.6221,6.9921,6.8611,7.0491,6.8971,7.0531,7.0071,6.9331,7.0491,7.0081,6.9931,6.6631,6.8361,6.6601,6.6681,6.6531,6.8001,6.7811,6.8411,6.7691,6.8421,6.8061,6.7221,6.8401,6.7991,6.8681,6.6291,6.7211,6.6331,6.6171,6.6331,6.9371,7.0501,7.0201,7.0051,7.0001,6.6581,6.7221,6.8711,6.7961,6.8071,6.7851,6.6311,7.0141,6.7961
220,cBench,1,security_sha,1,0.0121,0.0111,0.0111,0.0081,0.0111,0.0121,0.0121,0.0101,0.0131,0.0131,0.0081,0.0071,0.0121,0.0041,0.0071,0.0041,0.0131,0.0111,0.0101,0.0041,0.0101,0.0121,0.0081,0.0051,0.0081,0.0101,0.0041,0.0081,0.0081,0.0121,0.0111,0.0111,0.0041,0.0041,0.0081,0.0141,0.0041,0.0111,0.0051,0.0071,0.0121,0.0101,0.0101,0.0031,0.0111,0.0111,0.0121,0.0121,0.0111,0.0091,0.0051,0.0121,0.0111,0.0091,0.0111,0.0101,0.0091,0.0101,0.0071,0.0061,0.0101,0.0111,0.0091,0.0091,0.0111,0.0111,0.0081,0.0121,0.0101,0.0081,0.0061,0.0121,0.0101,0.0091,0.0121,0.0041,0.0111,0.0121,0.0101,0.0101,0.0091,0.0111,0.0091,0.0081,0.0111,0.0091,0.0111,0.0111,0.0051,0.0041,0.0051,0.0121,0.0091,0.0091,0.0051,0.0041,0.0071,0.0061,0.0071,0.0111,0.0071,0.0051,0.0071,0.0091,0.0041,0.0101,0.0091,0.0081,0.0091,0.0081,0.0111,0.0051,0.0071,0.0091,0.0051,0.0121,0.0081,0.0031,0.0081,0.0091,0.0091,0.0041,0.0091,0.0081,0.0101,0.0041,0.0071,0.0091
221,cBench,2,security_sha,1,0.0411,0.0451,0.0471,0.0441,0.0371,0.0421,0.0441,0.0351,0.0471,0.0461,0.0341,0.0421,0.0361,0.0361,0.0381,0.0391,0.0401,0.0371,0.0341,0.0371,0.0391,0.0371,0.0371,0.0341,0.0341,0.0361,0.0391,0.0311,0.0261,0.0411,0.0361,0.0431,0.0381,0.0311,0.0351,0.0441,0.0391,0.0401,0.0371,0.0341,0.0361,0.0391,0.0321,0.0251,0.0371,0.0411,0.0411,0.0411,0.0381,0.0331,0.0381,0.0431,0.0331,0.0301,0.0351,0.0331,0.0391,0.0371,0.0371,0.0311,0.0321,0.0341,0.0331,0.0331,0.0351,0.0411,0.0401,0.0391,0.0341,0.0281,0.0371,0.0441,0.0331,0.0321,0.0331,0.0321,0.0371,0.0391,0.0391,0.0291,0.0321,0.0391,0.0291,0.0271,0.0371,0.0311,0.0401,0.0421,0.0411,0.0291,0.0301,0.0401,0.0301,0.0271,0.0341,0.0371,0.0301,0.0321,0.0321,0.0381,0.0291,0.0391,0.0381,0.0371,0.0321,0.0341,0.0341,0.0341,0.0291,0.0301,0.0351,0.0311,0.0321,0.0311,0.0331,0.0391,0.0321,0.0281,0.0311,0.0291,0.0341,0.0411,0.0321,0.0321,0.0321,0.0331,0.0341,0.0321
222,cBench,3,security_sha,1,0.0921,0.0931,0.0931,0.0851,0.0761,0.0871,0.0811,0.0671,0.0931,0.0881,0.0751,0.0871,0.0851,0.0661,0.0861,0.0751,0.0901,0.0761,0.0661,0.0781,0.0861,0.0801,0.0731,0.0731,0.0631,0.0761,0.0731,0.0671,0.0531,0.0911,0.0721,0.0871,0.0771,0.0661,0.0751,0.0871,0.0781,0.0741,0.0771,0.0641,0.0751,0.0731,0.0671,0.0511,0.0741,0.0861,0.0811,0.0801,0.0731,0.0591,0.0751,0.0791,0.0661,0.0581,0.0731,0.0621,0.0741,0.0771,0.0721,0.0611,0.0631,0.0771,0.0621,0.0561,0.0731,0.0921,0.0771,0.0791,0.0731,0.0601,0.0741,0.0911,0.0641,0.0591,0.0741,0.0611,0.0781,0.0741,0.0741,0.0581,0.0601,0.0721,0.0631,0.0561,0.0731,0.0581,0.0751,0.0801,0.0761,0.0611,0.0611,0.0751,0.0661,0.0551,0.0631,0.0731,0.0621,0.0581,0.0571,0.0751,0.0611,0.0771,0.0831,0.0791,0.0601,0.0631,0.0791,0.0631,0.0611,0.0661,0.0741,0.0631,0.0581,0.0631,0.0641,0.0791,0.0621,0.0621,0.0591,0.0621,0.0611,0.0781,0.0621,0.0621,0.0651,0.0591,0.0611,0.0601
