name,dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
security_blowfish_d,1,36.713,17.629,36.591,20.732,38.472,40.192,19.419,39.429,38.178,40.629,39.093,11.586,40.192,17.578,38.412,34.871,39.073,38.503,19.765,35.807,39.307,35.38,39.185,36.296,36.296,40.131,37.923,20.131,12.655,16.103,39.663,38.34,21.047,37.354,35.105,39.012,13.733,20.142,39.734,17.11,12.726,39.235,39.53,11.536,20.477,40.741,38.3,40.1,23.672,38.981,39.49,38.91,39.978,37.181,35.868,38.788,39.642,36.55,19.613,40.995,36.55,19.521,21.637,37.822,39.907,35.35,34.007,34.312,21.057,37.842,37.75,13.367,38.452,37.109,16.734,18.31,37.465,18.616,21.464,39.032,38.442,37.608,18.768,37.099,14.018,18.016,38.828,36.468,13.53,13.631,35.99,37.435,19.704,38.116,35.248,39.185,38.188,21.138,37.323,36.194,39.408,40.304,36.662,41.402,40.527,32.694,38.493,19.714,35.319,35.807,35.431,39.327,38.34,38.493,38.127,17.914,18.687,39.307,36.814,34.749,40.629,37.801,38.086,37.201,38.178,16.184,20.63,16.012
security_blowfish_d,2,124.593,65.511,123.352,64.3,122.691,126.007,62.266,127.482,125.153,129.456,125.122,39.215,127.177,65.267,126.77,127.004,124.858,128.947,63.263,125.559,128.825,126.851,125.987,125.865,121.633,124.512,126.048,62.663,41.046,65.552,126.567,127.289,72.957,49.622,122.528,125.661,64.738,64.89,126.18,38.869,49.805,127.93,128.306,50.09,66.254,124.685,125.356,127.909,127.797,123.81,123.027,128.438,127.97,126.139,126.628,128.733,126.434,74.229,65.654,124.736,128.54,127.207,100.962,127.126,39.022,103.363,121.674,125.773,128.001,125.458,37.801,38.605,126.973,125.946,38.808,127.055,49.978,65.592,63.171,123.057,128.448,127.421,64.097,123.494,51.788,39.347,105.042,125.916,39.948,47.221,124.257,126.841,127.391,124.837,124.99,121.735,122.294,63.69,127.258,120.636,125.163,124.207,104.319,128.123,102.753,126.973,127.136,74.056,128.947,54.057,124.481,124.613,125.702,127.207,123.922,38.34,123.901,127.248,127.686,128.215,127.523,118.093,122.64,127.828,129.364,103.617,102.153,38.991
security_blowfish_d,3,127.36,128.286,123.433,164.001,241.302,128.876,124.644,139.882,149.302,131.989,126.74,99.091,200.531,131.999,200.948,196.381,179.148,171.641,128.459,129.445,193.654,170.481,128.337,255.473,130.33,128.621,164.541,180.725,78.634,128.652,162.547,129.578,126.811,76.152,169.261,244.466,129.14,129.883,98.45,96.649,78.318,77.362,127.726,169.22,130.798,131.917,174.52,236.155,116.73,202.199,130.87,127.452,77.515,131.49,172.831,126.994,77.199,92.763,124.969,177.165,77.179,181.071,173.269,196.513,129.659,128.916,122.864,233.022,171.794,196.513,76.396,238.108,169.444,132.416,76.579,194.0,100.698,128.011,129.842,176.442,258.077,200.246,126.76,196.655,78.186,78.349,127.177,251.811,129.12,78.298,163.981,126.77,148.692,167.969,129.049,185.343,174.672,131.175,194.661,240.997,125.875,178.385,76.914,145.04,130.178,129.333,77.23,128.204,131.134,78.033,130.798,243.327,145.192,160.767,162.282,237.61,177.948,131.256,201.762,116.781,173.818,132.019,131.063,171.885,131.399,198.924,98.602,131.195
security_blowfish_d,4,3881.4,2290.07,2416.86,3020.74,2679.14,3292.22,2637.51,2388.52,2708.9,2382.38,2666.25,2239.74,2873.6,3457.13,2651.87,2435.26,2392.58,3050.85,2479.17,2379.81,2568.25,2406.59,2632.59,2718.32,2598.35,2361.51,2605.08,2452.58,3088.8,3127.53,2446.26,2369.98,2889.92,2230.99,2658.39,2670.44,2818.99,2412.39,2275.12,3057.63,2332.51,2751.34,2418.62,2369.78,2548.44,2466.95,3772.85,2892.85,2573.66,3615.23,2345.32,2277.29,2203.2,2723.36,2279.37,2564.4,2643.04,2480.5,3494.1,2706.15,2675.8,2398.2,2870.26,2721.59,2707.24,2290.56,2505.19,3001.71,2973.21,2619.84,2567.57,2741.65,3768.63,2959.27,2253.61,2739.08,2312.27,2346.9,2550.83,2477.11,3538.41,2557.47,3584.68,2742.5,2376.86,2200.68,2754.07,2835.45,2214.32,2616.19,2931.02,2854.79,2396.38,2486.59,3775.72,2693.17,3480.27,2727.69,3691.56,2329.56,3143.54,2944.11,2347.25,2959.1,2992.87,2701.53,2774.27,2386.53,3482.51,2380.38,2753.55,2844.9,2672.92,2606.92,3307.11,2447.56,2901.55,2462.0,3564.15,2914.07,2355.66,3166.36,3079.41,2867.69,2309.24,2455.07,2625.72,3401.09
security_blowfish_d,5,213.145,245.239,184.743,210.429,197.652,254.7,214.65,373.556,199.504,147.898,174.428,214.925,217.377,231.7,228.648,246.785,184.296,216.156,212.474,416.26,216.329,185.048,200.328,213.938,217.804,216.868,213.084,183.126,221.781,249.888,229.797,212.748,211.66,174.225,197.011,203.522,196.259,201.121,145.711,197.866,280.711,217.051,190.175,215.485,406.128,232.646,319.621,215.617,230.998,227.122,215.566,232.422,213.593,216.278,212.402,182.495,173.594,216.085,198.12,382.894,197.611,216.329,248.556,195.353,265.889,210.276,211.416,194.519,214.864,184.306,144.257,263.357,383.809,173.421,168.05,213.216,263.224,260.722,216.665,196.442,368.469,215.505,201.772,212.972,211.853,176.371,212.718,213.877,257.05,205.922,195.363,212.718,200.958,199.382,195.241,212.321,270.07,214.111,212.88,213.043,213.562,185.883,167.999,264.547,215.047,215.851,184.133,221.008,214.874,189.138,229.492,230.133,272.909,216.431,188.965,218.882,215.688,249.359,214.762,206.248,186.167,201.121,229.736,333.13,198.598,217.122,146.962,215.434
bzip2e,1,4543.72,4605.83,4329.15,4261.7,4869.44,4475.36,4473.39,4463.02,4509.7,5071.02,4512.75,4551.16,4502.84,5020.62,4892.01,4733.24,5385.15,4520.29,4378.39,4968.61,5130.72,4654.6,5062.49,4406.5,4620.15,4705.43,4968.96,4709.85,4503.8,5193.78,4995.34,4600.83,4517.41,4902.41,4687.17,4455.77,5059.19,4618.95,4793.38,4869.19,4402.82,4564.6,5230.39,5085.73,4476.97,5222.39,5317.96,4615.41,4615.0,4473.97,4886.71,4919.29,4967.86,4530.79,4954.97,4619.74,4572.59,4590.87,4490.21,4771.7,5065.4,4444.57,5069.74,4566.38,5287.68,4658.75,4463.64,4476.9,4563.16,4500.58,4206.44,4493.32,4583.05,4977.04,4371.13,5063.08,4558.27,4528.0,4753.88,5244.83,6214.66,4628.75,4545.57,4476.8,5142.95,4609.61,4436.78,5429.32,4856.15,5668.15,4509.42,4816.65,4931.99,5603.25,4444.18,5065.4,4348.09,5172.44,4742.28,4660.0,4791.37,4548.41,4471.53,4527.55,4693.23,4912.36,4462.44,4641.71,5020.35,4555.66,4731.14,4922.25,4572.32,5092.77,4409.25,4615.01,5034.84,4669.88,4837.81,4514.98,4508.08,4498.46,5790.15,4515.64,5008.96,5385.04,5256.44,5075.34
bzip2e,2,430.267,437.663,347.168,413.94,490.397,439.738,366.852,344.147,823.537,370.789,494.09,433.248,555.918,442.861,426.259,474.67,460.388,474.436,508.138,427.846,539.001,481.791,393.148,430.461,439.575,367.421,421.753,411.153,426.534,367.828,427.745,400.309,535.645,480.611,716.461,403.737,439.636,516.154,503.265,479.065,370.015,450.236,387.817,412.231,399.963,371.511,433.868,511.464,460.215,430.979,439.433,437.215,407.45,523.57,514.526,423.553,433.879,372.019,421.427,502.909,458.313,370.86,462.148,390.177,434.774,506.47,414.591,415.019,704.641,407.359,581.868,418.935,513.346,424.795,429.016,385.691,438.019,366.425,423.787,393.738,457.438,449.097,438.751,431.234,424.632,524.607,382.711,466.777,469.798,445.404,681.173,360.626,428.619,397.4,354.747,431.173,444.946,365.184,424.835,362.325,766.378,617.869,389.903,436.056,523.488,523.58,528.381,436.941,401.021,373.138,430.695,363.403,449.819,624.481,509.501,357.554,492.971,526.744,393.799,436.371,371.948,393.494,358.551,434.224,399.79,374.837,503.164,510.508
bzip2e,3,1349.03,1464.54,1312.84,1652.09,1461.56,1308.6,1224.14,1329.29,1475.84,1465.99,1276.28,1427.1,1414.02,1517.57,1432.98,1425.02,1759.34,1584.28,1477.57,1472.16,1541.47,1397.61,1344.99,1322.99,1321.76,1253.32,1320.61,1257.22,1380.98,1349.83,1456.91,1373.57,1353.9,1432.97,1580.58,1457.68,1327.32,1519.96,1495.31,1309.79,1278.35,1283.91,1911.22,1496.93,1363.15,1276.99,1418.45,1479.19,1496.84,1274.78,1661.28,2035.46,1438.83,1541.67,1652.26,1416.17,1505.35,1431.62,1451.96,1489.27,1341.33,1292.76,1263.59,1339.91,1337.13,1444.76,1293.99,1321.04,1463.19,1380.46,1272.73,1417.41,1441.73,1363.87,1253.16,2030.48,1462.78,1265.91,1297.39,1318.91,1483.26,1485.56,1478.03,1321.92,1318.02,1484.02,1258.12,1384.33,1469.27,1349.18,1249.75,1257.54,1475.85,1743.23,1781.53,1301.97,1353.78,1368.66,1483.24,1291.5,1539.1,1624.74,1346.0,1329.69,1427.44,1506.46,1349.27,1381.15,1372.43,1889.55,1294.41,1364.3,1334.93,1426.97,1506.75,1275.93,1647.86,1506.53,1557.54,1444.54,1378.14,1500.65,1270.09,1496.82,1273.51,1310.38,1462.9,1336.12
bzip2e,4,319.285,189.026,120.402,191.243,175.517,203.278,137.746,141.663,195.201,130.178,176.015,187.347,184.886,194.641,193.38,184.967,164.256,295.441,201.548,183.299,188.375,298.248,145.721,188.365,242.483,162.048,192.251,143.911,159.617,129.435,194.824,264.364,206.482,191.661,167.898,124.969,232.697,190.674,172.211,173.309,174.5,132.935,201.141,173.726,130.32,136.993,177.134,162.292,171.549,164.469,200.877,231.15,134.806,175.222,177.002,288.055,196.055,252.258,309.397,165.985,197.937,266.012,153.778,146.83,140.066,121.195,171.499,193.4,200.521,166.26,119.09,170.644,177.144,302.958,150.706,120.778,182.414,151.927,170.298,174.052,214.691,181.417,127.808,167.165,187.012,212.596,178.09,187.622,165.059,129.944,152.201,329.356,127.747,127.401,171.753,184.041,222.239,149.75,188.7,156.311,167.979,164.307,121.785,305.135,189.341,188.945,188.629,177.775,128.092,190.877,178.345,128.031,184.794,216.614,254.578,126.302,181.315,188.711,176.971,146.759,135.457,201.823,142.751,167.694,157.277,324.809,163.371,192.444
bzip2e,5,294.515,226.461,192.139,217.855,212.708,226.42,407.338,229.533,265.066,210.907,212.494,243.449,270.182,189.952,246.908,178.457,270.772,192.027,350.454,218.486,240.214,237.396,306.203,241.821,276.978,194.6,169.006,171.549,236.979,206.065,206.604,411.55,220.601,250.539,212.474,180.084,252.858,225.525,248.311,180.725,210.561,217.407,265.35,212.301,207.397,191.976,319.916,251.221,315.633,237.773,256.419,226.349,231.537,268.016,259.084,186.523,212.697,269.562,266.591,259.186,391.174,229.39,253.276,199.107,189.545,168.182,208.344,217.295,299.876,351.98,173.533,202.555,221.802,249.715,240.417,173.94,197.215,249.746,243.134,210.856,243.357,265.961,210.246,242.33,241.17,266.907,194.977,216.919,265.706,185.893,243.958,224.182,212.687,183.014,218.74,309.56,244.934,179.515,212.85,238.149,220.927,221.985,218.964,217.377,260.488,265.554,262.929,266.886,188.182,269.531,219.615,208.883,237.305,289.439,188.833,189.189,246.206,363.393,221.385,316.03,212.138,270.437,189.768,246.399,239.736,190.47,247.131,178.202
consumer_tiff2rgba,1,113.403,122.894,51.066,129.761,64.016,124.054,127.207,129.272,126.078,73.049,125.692,66.772,50.659,122.752,123.24,128.194,65.806,127.818,128.733,130.717,123.728,52.073,66.528,67.424,51.585,126.76,127.614,127.472,125.844,124.023,126.444,128.764,70.821,123.912,128.52,129.69,64.952,126.221,127.004,129.14,121.094,124.959,64.799,129.466,124.878,75.999,125.305,129.079,66.416,52.48,126.282,128.591,117.747,128.286,122.894,125.936,125.061,128.377,125.488,67.312,74.941,65.806,124.776,72.357,120.138,125.804,67.515,129.201,65.206,120.972,129.69,131.643,120.453,124.491,130.178,129.049,122.467,125.295,128.448,129.506,123.281,121.501,129.303,127.319,123.8,85.5,127.655,67.128,64.351,121.785,129.822,129.832,124.207,124.542,127.075,128.703,126.333,126.434,125.183,43.986,66.722,126.801,126.79,131.47,123.291,126.373,126.872,126.444,126.607,123.922,117.94,129.547,121.216,66.366,126.831,127.096,127.431,127.299,127.553,126.383,123.108,126.74,67.546,127.716,125.336,122.355,129.578,130.422
consumer_tiff2rgba,2,165.07,162.893,166.992,168.07,98.643,159.698,126.587,169.668,163.452,161.357,168.304,153.727,114.634,162.74,165.232,170.105,107.483,161.865,169.189,169.413,160.116,155.965,157.633,158.742,83.913,165.334,163.971,168.02,165.314,163.564,167.684,168.162,166.89,166.087,166.423,169.413,157.45,166.239,165.019,168.538,164.062,165.12,142.751,169.82,160.746,165.08,167.084,167.928,141.113,87.006,162.435,166.636,164.144,166.86,153.849,167.063,163.605,165.029,161.662,165.131,78.42,86.314,163.879,166.229,165.436,162.048,96.039,168.62,84.635,163.666,167.531,173.604,163.645,161.316,172.231,171.6,161.499,164.246,170.522,172.801,164.032,162.089,171.132,167.928,162.282,160.146,168.833,158.356,104.116,162.364,171.122,169.413,158.315,162.445,166.789,159.22,167.185,164.246,163.493,57.383,112.579,162.455,167.074,170.512,162.842,160.461,168.762,167.867,162.099,163.737,165.405,167.735,163.534,150.431,167.603,168.335,161.886,163.086,165.792,171.529,160.268,165.538,166.911,156.82,163.595,164.866,166.951,162.526
consumer_tiff2rgba,3,9798.65,9310.92,8706.96,9961.72,10075.3,11096.6,9958.31,10275.6,9536.73,9408.33,9174.15,9203.5,9258.4,8959.35,10054.4,8974.3,9235.71,10110.4,9283.89,10962.5,9150.94,10131.8,9698.38,10101.2,10478.2,10254.5,8247.75,9131.3,9213.7,9625.25,9131.33,9202.2,10350.7,8908.84,9284.3,10808.9,9823.94,9256.09,9229.91,8576.32,10374.7,8820.82,9210.7,9556.0,9038.5,7833.45,9721.26,10342.8,8768.98,9118.84,9046.32,8679.82,8370.7,9851.5,9884.89,9216.73,8759.69,8732.31,9845.14,9818.48,8908.97,9725.69,8884.2,11329.7,9604.5,8535.03,9553.77,8858.68,9007.01,9815.73,8306.74,9405.31,10759.0,10612.3,9149.37,9945.91,10083.6,9622.5,9716.02,9864.69,8886.25,9086.01,10179.2,8979.79,9090.43,9151.34,9334.34,9546.89,9852.61,9208.13,9902.31,8707.49,9379.35,10835.2,9746.88,9581.59,9258.03,8636.55,7343.98,8999.42,9636.44,8462.29,11337.6,10095.2,9444.81,8530.25,10092.2,9815.38,9865.22,11035.6,9103.81,8441.44,9127.69,9194.93,10164.9,9580.92,9314.03,8891.02,9819.88,8237.55,10167.2,9253.38,9838.58,9547.59,8394.05,9778.05,8946.57,9077.0
consumer_tiff2rgba,4,888.316,936.615,951.111,965.118,889.323,906.189,848.012,952.443,911.906,858.337,955.668,940.999,878.754,942.118,905.162,879.445,916.555,919.576,943.899,912.14,843.109,883.148,841.339,927.999,862.956,890.157,977.6,910.889,819.55,902.985,960.856,846.1,895.121,934.113,886.912,880.452,951.09,949.972,847.595,960.897,935.74,853.872,831.034,916.84,960.042,922.76,808.99,914.551,875.916,904.521,890.879,907.756,931.061,904.022,920.949,955.739,868.429,940.165,858.164,940.623,952.718,933.838,948.863,951.213,856.761,784.475,929.454,932.749,823.893,869.598,888.743,994.598,934.57,884.074,807.475,979.299,912.201,946.116,824.229,880.524,923.94,924.327,951.131,862.325,887.187,944.987,972.107,971.069,816.162,865.428,868.764,926.88,911.062,850.83,932.729,969.432,789.337,955.882,467.621,997.172,801.056,931.142,870.076,989.502,880.503,918.681,944.092,946.116,850.006,886.912,960.826,961.273,914.978,937.459,835.429,917.104,871.114,931.274,961.792,928.497,933.055,815.755,899.587,916.372,926.88,927.531,871.318,833.944
consumer_tiff2rgba,5,75.592,78.522,77.087,78.267,75.45,71.615,63.019,75.887,77.138,39.541,79.549,76.457,78.094,77.911,79.61,75.734,78.664,78.176,79.875,80.19,74.941,78.735,38.686,74.056,71.726,69.55,75.266,78.959,77.515,80.251,76.853,80.048,74.819,77.698,73.14,78.837,70.994,77.413,77.962,77.84,76.721,76.162,78.227,79.915,76.182,75.562,73.608,77.199,75.796,76.721,78.359,77.352,77.118,78.4,76.172,78.908,48.991,32.186,78.725,78.664,79.193,79.661,74.88,80.332,74.086,74.27,79.274,78.003,75.358,37.944,42.643,81.248,74.188,75.287,78.481,77.535,77.26,73.954,78.857,78.339,77.586,75.806,81.838,78.247,74.422,77.616,75.897,79.376,74.951,78.044,77.311,77.606,74.829,74.3,41.962,79.692,75.012,70.892,27.171,73.344,78.786,78.003,72.316,76.884,73.893,39.154,75.5,76.701,41.596,77.779,75.043,80.8,77.189,75.053,77.332,77.24,74.697,76.711,74.575,76.752,76.141,77.993,76.05,78.807,73.446,74.636,79.173,80.292
consumer_tiffdither,1,125.071,135.447,63.09,70.262,66.905,68.003,51.798,113.241,136.424,68.258,53.314,137.187,57.943,133.647,137.858,137.227,133.525,137.95,130.564,138.204,58.37,135.6,53.121,121.847,131.531,125.448,86.67,50.72,54.24,119.019,134.42,136.841,135.305,46.906,45.095,47.394,46.783,64.758,127.625,136.932,135.925,135.549,131.632,54.881,138.387,139.221,43.61,127.36,131.378,139.119,55.064,55.023,137.472,138.377,43.182,140.371,42.826,44.047,65.47,71.686,132.314,55.115,70.75,55.735,65.725,88.766,58.228,136.261,49.601,42.287,42.836,122.884,52.175,42.338,135.61,97.738,132.68,53.294,42.104,72.378,70.048,44.891,42.379,46.763,131.694,132.67,133.148,137.044,135.844,130.229,128.092,134.226,132.65,68.248,54.84,128.764,61.635,124.227,41.738,47.333,44.322,43.121,43.06,72.093,67.83,138.234,137.522,49.937,58.451,132.568,48.838,137.675,69.102,139.109,45.451,138.824,102.478,59.591,54.515,138.652,121.908,139.842,69.57,133.291,137.553,137.644,44.006,106.649
consumer_tiffdither,2,183.797,205.516,190.857,162.435,102.57,102.427,62.541,206.319,204.142,103.953,81.106,102.62,63.243,206.075,192.362,205.322,201.07,203.328,203.573,206.736,104.309,204.458,71.462,94.991,203.969,202.738,67.688,204.102,63.975,160.97,202.138,80.984,80.648,82.143,62.622,106.689,62.571,106.547,206.39,206.329,203.461,171.316,204.305,108.012,190.653,208.689,140.218,65.033,206.085,64.046,68.542,109.1,210.347,208.995,67.82,64.758,137.329,69.916,80.434,75.256,206.665,185.547,62.917,140.452,101.4,76.131,101.115,179.901,93.414,61.523,68.542,70.048,80.17,187.469,202.179,209.991,89.63,103.597,104.146,107.3,85.103,77.382,73.547,63.182,204.274,202.637,198.944,208.384,206.045,202.932,201.691,209.829,205.963,104.075,104.411,64.107,192.057,89.142,171.509,66.559,80.475,62.876,104.401,66.396,99.691,204.732,203.298,83.12,83.232,203.308,64.768,211.619,208.323,208.75,63.843,210.164,91.207,195.17,179.016,209.473,207.784,81.706,206.126,207.947,211.314,206.462,63.853,65.216
consumer_tiffdither,3,7076.28,7010.63,7435.79,6618.23,7074.4,7612.12,7686.34,8231.92,7699.33,7525.68,7337.26,8111.03,7556.29,8097.24,7168.38,9034.3,7866.49,8154.9,7454.65,7434.89,7659.92,7896.88,7104.79,9269.97,6807.66,9489.97,7364.64,7150.81,7216.85,6758.98,8209.36,7385.02,6743.07,6814.04,7425.49,7698.21,7927.66,8020.76,7080.74,7506.17,8145.76,6822.02,8397.99,8365.34,8190.1,9330.9,7891.28,7472.98,7957.67,7442.16,8427.27,8265.1,8596.92,8963.48,7833.6,8649.33,7708.13,7547.68,7743.16,8171.55,8385.55,7815.35,8428.03,8912.96,8035.1,7818.27,8037.1,6922.4,7360.18,7449.42,7131.12,7880.95,7479.41,8475.07,8399.41,7452.6,7239.76,7267.19,7970.18,7330.01,7153.75,7706.92,7265.49,7842.83,7517.74,8109.44,7069.74,8621.21,7152.69,8282.92,8030.57,7832.39,9357.47,8373.33,8551.29,7598.22,6594.32,7358.48,6937.75,7089.59,8303.19,8304.13,7784.33,8988.12,7778.71,7844.13,8574.77,8350.8,7853.98,7621.39,9025.79,7199.84,7820.02,8088.35,8003.51,8129.88,7300.15,7778.84,7393.8,7452.04,7818.24,7747.73,8114.72,7257.81,7506.29,9955.37,8391.34,7358.33
consumer_tiffdither,4,422.424,332.753,292.043,323.507,338.247,540.771,439.646,475.728,559.062,442.322,474.731,390.106,336.548,501.648,503.438,264.862,329.468,329.163,500.621,418.722,506.704,439.412,438.029,264.282,438.639,433.177,341.715,263.438,339.111,337.799,340.373,561.086,254.13,441.65,416.3,324.402,430.857,323.527,340.586,368.5,447.378,331.014,422.221,453.471,449.463,384.033,443.146,452.22,476.44,265.635,441.477,453.695,452.576,566.416,428.06,282.145,888.163,522.624,440.491,454.213,451.803,336.365,340.444,356.232,335.246,427.684,454.661,451.864,344.849,561.015,419.627,337.006,262.105,431.549,398.407,416.239,342.977,436.106,523.468,267.008,365.011,436.432,332.815,319.458,429.86,436.941,407.145,560.506,442.535,433.818,443.776,321.208,434.347,434.296,502.563,450.745,433.97,436.635,431.091,468.18,329.865,332.804,332.998,356.455,448.588,308.533,442.647,414.937,391.093,448.914,448.934,450.297,445.801,451.223,443.746,341.817,342.926,404.755,329.366,446.981,450.094,449.768,442.607,450.531,395.518,402.425,309.54,451.447
consumer_tiffdither,5,37.76,30.955,28.717,32.084,42.033,69.58,37.954,38.92,39.632,44.932,39.907,25.075,39.48,32.4,70.902,62.937,37.954,40.69,39.205,38.116,40.263,48.391,37.404,31.046,44.25,43.03,25.126,25.869,59.743,31.291,52.165,39.296,29.958,40.863,49.713,38.615,31.372,31.514,38.361,39.683,49.56,25.157,38.951,44.871,39.327,54.586,39.622,39.276,40.955,24.984,36.133,43.874,77.016,59.733,37.292,27.74,23.56,40.415,42.308,38.523,38.259,25.065,38.32,29.826,53.579,63.884,40.354,56.488,37.465,55.939,29.877,24.852,24.699,27.15,38.737,51.778,25.248,54.148,42.186,42.369,70.74,55.227,25.136,58.319,43.101,25.024,62.988,71.391,50.496,38.503,38.188,38.3,40.344,37.74,75.714,39.571,39.592,40.019,63.853,27.252,25.085,24.729,25.787,26.225,36.814,40.487,38.625,41.575,38.828,40.558,37.598,40.527,39.307,45.044,41.321,41.402,31.25,38.757,39.002,40.67,38.432,63.436,52.785,39.062,39.571,57.546,25.391,74.27
security_rijndael_e,1,36.967,42.735,45.756,41.636,45.593,45.237,33.335,39.836,45.583,44.027,43.121,22.919,46.57,47.089,44.647,42.419,45.095,41.463,40.944,25.045,45.471,45.095,45.43,41.555,25.086,43.254,45.573,44.912,45.4,42.135,42.847,42.613,39.144,46.936,43.223,41.331,44.718,40.904,44.2,37.15,45.125,44.006,44.362,19.124,24.139,43.05,40.039,42.735,43.447,23.275,45.268,45.247,42.847,43.274,43.833,42.908,22.308,43.172,43.579,41.748,45.96,42.063,43.009,44.891,23.59,42.776,45.797,44.312,46.356,44.902,44.8,42.338,42.847,30.212,44.647,46.895,38.523,44.322,44.098,43.711,45.634,45.563,25.086,23.092,46.254,43.783,41.555,38.32,44.556,42.714,44.546,23.193,33.376,43.722,37.282,44.098,42.959,42.684,44.963,47.241,17.405,46.02,42.47,43.07,45.614,46.387,24.363,44.149,43.681,44.637,21.2,41.219,43.599,47.943,24.312,41.463,43.823,44.413,43.376,43.762,44.21,44.566,44.139,39.083,24.587,42.999,42.796,42.501
security_rijndael_e,2,166.545,166.433,164.632,167.877,165.944,167.145,166.758,166.931,166.189,168.406,163.493,85.236,161.255,168.925,165.863,165.273,166.494,169.545,164.5,85.582,162.059,164.246,164.327,168.427,85.134,169.189,165.243,166.331,167.704,162.231,165.863,163.096,163.981,163.025,158.468,162.587,165.385,164.388,161.174,160.35,165.304,167.847,149.801,83.537,85.51,168.722,160.116,160.97,164.602,84.635,159.983,158.691,166.138,166.585,162.872,164.886,85.022,164.439,162.71,164.246,164.063,166.311,162.435,161.896,84.544,166.779,166.178,166.107,166.484,169.067,167.877,167.094,168.152,167.857,163.228,165.761,166.117,170.644,164.113,161.936,167.857,164.602,165.863,86.1,160.38,166.3,164.235,165.619,166.982,166.89,163.757,83.791,167.908,167.816,166.453,165.466,167.369,164.642,162.893,163.818,59.184,165.517,163.554,164.693,165.934,165.283,84.686,155.131,166.209,168.355,81.451,161.509,163.462,162.944,162.435,160.35,165.415,164.317,162.17,164.683,163.34,163.89,163.055,164.907,84.473,163.401,162.72,163.371
security_rijndael_e,3,343.75,349.721,347.076,344.798,341.034,349.528,345.703,346.385,344.147,347.992,346.08,174.896,346.303,348.256,342.682,345.815,185.343,349.528,345.123,193.41,345.378,345.113,342.224,347.575,329.936,349.854,341.298,340.749,345.998,350.281,345.5,341.807,341.258,340.068,335.612,277.273,346.202,341.604,333.374,336.792,339.773,342.682,336.812,333.354,335.693,344.299,334.117,335.154,342.611,171.926,338.42,330.729,341.777,332.377,334.106,337.799,193.42,326.385,335.887,332.255,337.799,342.204,336.436,334.941,174.764,348.704,344.93,342.987,344.025,351.064,349.111,345.367,345.184,343.313,342.367,339.508,343.119,349.711,342.834,342.896,343.191,339.986,342.875,197.093,345.317,347.26,344.208,345.459,338.389,347.392,344.289,174.316,342.021,350.932,341.634,126.851,340.79,341.227,334.656,332.428,198.049,340.881,335.836,332.581,341.217,339.945,169.484,337.179,342.316,344.411,191.376,335.551,340.597,339.783,334.483,334.361,340.8,344.137,331.451,336.294,336.833,340.708,338.826,332.377,173.991,345.062,334.757,334.066
security_rijndael_e,4,6673.65,6411.83,6049.84,7421.53,5984.17,6825.39,7740.64,6545.46,4994.92,6110.22,6235.29,6008.41,6703.78,5307.87,6772.23,5779.83,6739.38,7259.68,5566.8,6675.64,7193.13,5745.35,7644.92,7182.05,6558.44,6875.06,6960.62,6461.39,6204.79,7434.74,6961.9,6629.59,6487.27,6762.23,6039.52,6101.34,7293.45,6841.11,6751.6,5971.45,6075.37,6603.62,6090.47,6665.09,7184.82,6109.71,6737.77,5662.88,6548.98,6816.5,6529.94,6093.59,6672.86,6165.8,5067.7,6488.2,6462.38,6622.95,5495.64,6324.99,6480.59,5856.91,6683.74,7183.74,6321.88,6515.91,6966.8,6392.13,5887.34,7247.02,6677.57,6279.12,6865.93,6572.71,7097.44,7424.88,6695.72,6700.7,6366.58,7392.92,6606.45,7716.38,8122.07,6194.25,6608.62,7579.54,7013.06,6399.3,5499.96,7619.66,7766.95,6114.35,7660.16,6184.9,6672.6,6509.16,6476.42,5116.92,6110.85,8028.36,6700.58,7808.17,6681.33,6959.53,6507.11,6515.79,7087.69,6453.77,7416.07,6684.74,7486.72,6238.2,6595.88,5835.17,6407.82,7166.11,7224.42,6241.71,5929.0,7224.8,7780.79,7696.78,7294.21,5778.41,6391.03,7256.28,7565.01,5848.16
